,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
187462,False,/trReRS0zTUuOIaOGNtaMac9bvRO.jpg,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",,187462,tt1037222,en,Robosapien: Rebooted,"At Kinetech Labs, an inventor named Allan Topher designs a robot for search and rescue, but when he finds out that the robot will be used for military purposes, he programs the robot to flee. The robot escapes but is damaged in the process. It is discovered by 12-year-old Henry Keller, who fixes it and names it Cody. The robot does not remember its past, and Henry and Cody develop a friendship. Eventually, Kinetech and the inventor find Cody and bring the robot back to the laboratories. The inventor feels guilty for taking Cody away, so he returns the robot to Henry. The inventor meets Henry's mother, Joanna, in the process and falls in love. Kinetech wants the robot back, so it kidnaps the inventor and Joanna. Henry and Cody embark to save them and to bring down Kinetech.",8.512,/gaqSskw7kNNpyZjtW5QA8nnKQUn.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-04-01,0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Robosapien: Rebooted,False,5.6,48
77561,False,/oHgtp1n8eWnmzcdsVl33MfCfiCO.jpg,,7971518,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",http://www.evalapelicula.com/,77561,tt1298554,es,EVA,"In 2041, humans live side-by-side with robots and androids. A well-known cybernetic engineer, Alex Garel, returns to his hometown to create a new model of robot child.",8.451,/9GH6VRhwI5SrD178aqPCI1Xpf4P.jpg,"[{'id': 856, 'logo_path': '/3tfzS2CrX6Ntbu927XzHXEPDA6y.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 7847, 'logo_path': None, 'name': 'Escándalo Films', 'origin_country': ''}, {'id': 10654, 'logo_path': None, 'name': 'Ran Entertainment', 'origin_country': ''}, {'id': 44714, 'logo_path': None, 'name': 'Saga-Productions', 'origin_country': ''}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 5085, 'logo_path': '/mPuVc7m1Ki7OQQvAYwYfIlEI3vu.png', 'name': 'TV3', 'origin_country': 'ES'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2011-10-06,0,94.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}]",Released,You cannot program what you feel,EVA,False,6.4,316
11561,False,/r7cB6j3eawzU4OiKOj8Ap54BSnD.jpg,,2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,11561,tt0070707,en,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",8.294,/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,"[{'id': 13954, 'logo_path': None, 'name': 'Rollins-Joffe Productions', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-12-17,18344729,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Woody Allen takes a nostalgic look at the future.,Sleeper,False,7.0,587
23535,False,/1Ou24Ps36rtfRl8mAbRQG1uLv0m.jpg,"{'id': 164397, 'name': 'Class of 1999 Collection', 'poster_path': '/lwwpChWOY4mtGRp1YAFhZ52nlbE.jpg', 'backdrop_path': '/jhIs07JzevH7IYMrZTPOR6BL7II.jpg'}",5200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,23535,tt0099277,en,Class of 1999,"The time is in the future and the youth gang violence is so high that the areas around some schools have become ""free-fire zones"", into which not even the police will venture. When Miles Langford, the head of Kennedy High School, decides to take his school back from the gangs, robotics specialist Dr. Robert Forrest provides ""tactical education units"". These are amazingly human-like androids that have been programmed to teach and are supplied with devastatingly effective solutions to discipline problems. So when the violent, out-of-control students of Kennedy High report for class tomorrow, they're going to get a real education... in staying alive!",8.247,/5HkKJhPODjCjVOoGcvHvo7tRgNU.jpg,"[{'id': 4233, 'logo_path': None, 'name': 'Lightning Pictures', 'origin_country': 'US'}, {'id': 4234, 'logo_path': None, 'name': 'Original Pictures', 'origin_country': ''}, {'id': 12360, 'logo_path': None, 'name': 'Vestron Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-04-01,2459895,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Staying after school can be deadly!,Class of 1999,False,6.1,158
33278,False,/d2tqx6xi8cTnaXXdx0Kg8JWerT3.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,33278,tt0090917,en,Deadly Friend,"After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting a robotic microchip into her brain.",8.006,/h2lmu6tNqL1LxWFJ73N9WZW7Uba.jpg,"[{'id': 8792, 'logo_path': None, 'name': 'Pan Arts', 'origin_country': ''}, {'id': 43687, 'logo_path': None, 'name': 'Layton', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-10-10,8988731,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's no one alive who'll play with the girl next door.,Deadly Friend,False,6.1,162
15618,False,/A1G4HAoL69ikZ0Y1tWHrYNDcHXC.jpg,"{'id': 883303, 'name': 'Robot Jox & Wars Collection', 'poster_path': None, 'backdrop_path': None}",10000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,15618,tt0102800,en,Robot Jox,"50 years after a nuclear war, the two superpowers handle territorial disputes in a different way. Each fields a giant robot to fight one-on-one battles in official matches, each piloted by a man inside, known as robot jockeys or jox. The contest for possession of Alaska will be fought by two of the best. The conscientious Achilles fights for the Americans. Opposing him is a Russian, Alexander.",7.932,/ul8VTBvnqKiZ4SZ0yNJrECoemmm.jpg,"[{'id': 1212, 'logo_path': None, 'name': 'Empire Pictures', 'origin_country': ''}, {'id': 13085, 'logo_path': None, 'name': 'Altar Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-10-01,0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The ultimate killing machine. Part Man. Part Metal.,Robot Jox,False,5.6,82
19486,False,/8iDWLZwmomWHzpqI9oC9IYA19r8.jpg,,8500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,19486,tt0929860,ja,僕の彼女はサイボーグ,"Cyborg She follows the burgeoning romance between an ordinary college student and his sassy love interest - who happens to be a time-traveling cyborg with superhuman powers.  One day, a beautiful cyborg girl appears in front of a dull university student. Even though the cyborg starts to like him, she can’t truly feel emotions, so the boy has no choice but to say goodbye. Missing her, he continues his lonely existence. One day, a disastrous earthquake hits Tokyo and the cyborg girl saves his life. In that moment, she starts to have feelings like a real human being.",7.905,/kt2wjQjJqTh15IRirPOBByFVAEe.jpg,"[{'id': 3219, 'logo_path': None, 'name': 'Amuse Soft Entertainment', 'origin_country': 'JP'}, {'id': 3656, 'logo_path': None, 'name': 'GAGA', 'origin_country': ''}, {'id': 1393, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'DENTSU', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2008-05-31,0,120.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Is This Love Or Just Programming?,Cyborg She,False,7.3,102
14571,False,/61bBOvu22NYbt1a1P6Y7IHdupn0.jpg,"{'id': 98435, 'name': 'Patlabor Collection', 'poster_path': '/nyvcnmR73RCDX45mhVyd7RjEpvL.jpg', 'backdrop_path': '/owvE3lxUTk37jnwDRPbfc0DvELN.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,14571,tt0100339,ja,機動警察パトレイバー 劇場版,A mysterious suicide and a series of unmanned robot run-aways sparks off a Police investigation into the suspicious software on-board thousands of industrial robots around Tokyo.,7.9,/rdXngzXBbwV5n9500u4VSSX4UEg.jpg,"[{'id': 6075, 'logo_path': '/rpmYkPGtdu4ixLPgPkmFxvfnt4O.png', 'name': 'Studio Deen', 'origin_country': 'JP'}, {'id': 529, 'logo_path': '/rwB6w2aPENQbx756pBWSw44Ouk.png', 'name': 'Production I.G', 'origin_country': 'JP'}, {'id': 528, 'logo_path': '/fO3Aof3lXQclYpBByYC8aneTXwA.png', 'name': 'Bandai Visual', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1989-07-15,0,100.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Patlabor: The Movie,False,6.8,91
28941,False,/58MHmZ05sdhH8eXDCBdlUVACkSy.jpg,,800000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,28941,tt0090837,en,Chopping Mall,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",7.887,/mpIxDVVcHdgRawXOchVEdAE2h1P.jpg,"[{'id': 11136, 'logo_path': None, 'name': 'Trinity Pictures', 'origin_country': ''}, {'id': 4527, 'logo_path': None, 'name': 'Concorde Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-03-21,0,77.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Where shopping costs you and arm and a leg!,Chopping Mall,False,5.7,228
39264,False,/5KPRH4vvVVsAC5y0d0g5qNw6AT3.jpg,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",760000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,39264,tt0070122,ja,ゴジラ対メガロ,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",7.877,/24n8yZCDnBDgSxmNIunXfSmMrPX.jpg,"[{'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'Toho', 'origin_country': 'JP'}, {'id': 70472, 'logo_path': None, 'name': 'Toho Eizo Co.', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1973-03-17,980000,82.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Dreaded Megalon from the undersea kingdom!,Godzilla vs. Megalon,False,6.2,127
84329,False,/l9SsY5MYWiCetn19l5NE0VVSQi6.jpg,,2500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,84329,tt1990314,en,Robot & Frank,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",7.752,/602vUwe1GPmaRvcrT3OQWqH1Nm1.jpg,"[{'id': 13466, 'logo_path': '/d2ewBAUkCGeYMj6bv2Z9PkzL5OA.png', 'name': 'Park Pictures Features', 'origin_country': 'US'}, {'id': 13467, 'logo_path': None, 'name': 'TBB', 'origin_country': ''}, {'id': 13468, 'logo_path': None, 'name': 'Dog Run Pictures', 'origin_country': ''}, {'id': 13469, 'logo_path': None, 'name': 'White Hat Entertainment', 'origin_country': 'US'}, {'id': 9118, 'logo_path': '/9o6KLcDBRw3fNItUflJVwj8dZpC.png', 'name': 'Samuel Goldwyn Films', 'origin_country': 'US'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-16,3325038,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Friendship doesn't have an off switch,Robot & Frank,False,7.0,859
13158,False,/zNGe2UHloFU0RXMyLukhhMAUi14.jpg,"{'id': 823573, 'name': 'Aqua Teen Hunger Force Colon Movie Film for Theaters Collection', 'poster_path': '/hYHenNhfUjSrF2jakEayha2aU0U.jpg', 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,13158,tt0455326,en,Aqua Teen Hunger Force Colon Movie Film for Theaters,"An action epic that explores the origins of the Aqua Teen Hunger Force (better known as Master Shake, Frylock, and Meatwad,) who somehow become pitted in a battle over an immortal piece of exercise equipment.",7.672,/hCVG8E3ffuhuC0LTOSForUPtykY.jpg,"[{'id': 6759, 'logo_path': '/4sSBiaMiVneNnbpwekW8lqDS3Dn.png', 'name': 'Adult Swim', 'origin_country': 'US'}, {'id': 6760, 'logo_path': '/qKLBuZa4Z4fKH8xHvCUsb5EIDx3.png', 'name': 'Williams Street', 'origin_country': 'US'}, {'id': 13534, 'logo_path': None, 'name': 'First Look Pictures', 'origin_country': 'US'}, {'id': 33423, 'logo_path': '/6HRO4RN1sz9Ts2hu2FhHRhDtbar.png', 'name': 'Cartoon Network', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-13,0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Aqua Teen Hunger Force Colon Movie Film for Theaters,False,6.5,82
811,False,/9WmPbUHvyLc7zs3KdbopoRYBP7r.jpg,,1000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,811,tt0067756,en,Silent Running,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.",7.663,/uWoj7EfHBprcssXUzCCWeI383Tx.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23276, 'logo_path': None, 'name': 'Trumbull/Gruskoff Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-03-09,0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Amazing companions on an incredible journey...that journeys beyond imagination!,Silent Running,False,6.4,407
553837,False,/PVJqQItx8d4Ey1suNQyrR1mqAE.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]",http://www.geass.jp/R-geass/,553837,tt6344664,ja,コードギアス 復活のルルーシュ,"It is the second year of the Kowa Period. The world has unified around the reorganize United Federation of Nations, and has enjoyed days of continuing peace, but now, that peace suddenly comes to an end. Suzaku, while travelling as the masked man ""Zero"" accompanying Nunnally on her visit to the refugee camp, is defeated by a mysterious Knightmare Frame, and the two of them are taken away. Following secret orders from Schneizel, Kallen, Lloyd and Sayoko infiltrate Zilkistan, the Land of Warriors, where they are attacked by a mysterious Geass user. There in Zilkhstan is a person named C.C., known to the assailants as the ""former master"". In the indomitable kingdom which once conquered even the great army of the Holy Britannian Empire, what do the people desire? Hope, or despair? The people of Zilkhstan Palace certainly know of Geass. What are they, and C.C., planning?",7.628,/ghD2HJyAk6EYVHrzBhddNDJ73Go.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2019-02-09,0,112.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Code Geass: Lelouch of the Re;Surrection,False,7.3,56
10969,False,/1fJI20nsujsbO7TZfcao0aIiCoF.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",,10969,tt0102227,en,Knight Rider 2000,"In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",7.627,/3fneLowMD1mTRT6JhIPPJbxSlSW.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 44670, 'logo_path': None, 'name': 'Charles E. Sellier Productions', 'origin_country': ''}, {'id': 11223, 'logo_path': None, 'name': 'River Rock Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-05-19,0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Knight Rider 2000,False,4.9,54
56828,False,/m5annmG2kgJdIt0VmjNcLArSfAC.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",,56828,tt0293092,en,Dexter's Laboratory: Ego Trip,"After Dexter is confronted with robots who wish to ""destroy the one who saved the future,"" he uses his time machine to see how he saved it. They declare that they are here to destroy the one who saved the future, and make ready to attack Dexter. Dexter easily destroys them with the use of various tools and gadgets from his lab. However, news that he is ""The One Who Saved the Future"" intrigues him, and he decides to travel through time to discover how cool he is. In the first time period he visits, Dexter finds a tall, skinny, weak version of himself working in office-designing cubicles, with Mandark as his rich, successful boss. The child Dexter unwittingly reveals the existence of blueprints regarding the ""Neurotomic Protocore"", and Mandark steals it after the two Dexters move forward in time.",7.583,/jRd03aAutq3OGqocfsT913gS4TC.jpg,"[{'id': 33423, 'logo_path': '/6HRO4RN1sz9Ts2hu2FhHRhDtbar.png', 'name': 'Cartoon Network', 'origin_country': 'US'}]",[],1999-12-10,0,50.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Dexter's Laboratory: Ego Trip,False,7.6,65
