,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
10640,False,/7PSLLtj7i94WSQ3Svjv7qHevj2n.jpg,"{'id': 166698, 'name': 'Westworld Collection', 'poster_path': '/cezpGxSMDsWjwrS7VwMqZ5N4Ay8.jpg', 'backdrop_path': '/3yzaSCXO8cT7Q1tgCsmf8ypSxRI.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,10640,tt0074559,en,Futureworld,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving at the park, however, Browning is given a clue by a dying man that something is amiss.",11.369,/r0P4m8a2kNFoPBB5q38E9aWgIm6.jpg,"[{'id': 9266, 'logo_path': None, 'name': 'American International Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-08-13,0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Where the only way to survive is to kill yourself,Futureworld,False,6.0,211
733317,False,/z15NpieRw7jL7bKoICwLO5j7FgZ.jpg,,1900000,"[{'id': 878, 'name': 'Science Fiction'}]",https://www.monstersofman.movie/,733317,tt6456326,en,Monsters of Man,"A robotics company vying to win a lucrative military contract team up with a corrupt CIA agent to conduct an illegal live field test. They deploy four weaponized prototype robots into a suspected drug manufacturing camp in the Golden Triangle, assuming they'd be killing drug runners that no one would miss. Six doctors on a humanitarian mission witness the brutal slaughter and become prime targets.",11.112,/1f3qspv64L5FXrRy0MF8X92ieuw.jpg,"[{'id': 145307, 'logo_path': None, 'name': 'MRT Films Pty Ltd', 'origin_country': ''}, {'id': 81299, 'logo_path': None, 'name': 'Hanuman Films', 'origin_country': ''}, {'id': 145308, 'logo_path': None, 'name': '11:11 Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2020-11-19,0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Monsters of Man,False,6.7,207
20771,False,/dYhLRXBkfHtCO5gNWeoDFdEYM9G.jpg,"{'id': 761546, 'name': 'Kim Possible Collection', 'poster_path': '/upSQPUYATOE0RiVGf87Rai94tpI.jpg', 'backdrop_path': None}",0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,20771,tt0446724,en,Kim Possible: So the Drama,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devils",10.942,/nDKAQ4BshBOXFxXHM9oVeWkz4cY.jpg,"[{'id': 3213, 'logo_path': None, 'name': 'Disney Channel', 'origin_country': 'US'}, {'id': 3475, 'logo_path': '/jTPNzDEn7eHmp3nEXEEtkHm6jLg.png', 'name': 'Disney Television Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-04-08,0,71.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Kim Possible: So the Drama,False,6.9,138
38582,False,/nGEyjlSyDk5GnvKmCftpuSsNsQa.jpg,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,38582,tt0071565,ja,ゴジラ対メカゴジラ,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",10.932,/qDLdwAqq27da9i2u5vTHFsBIjDr.jpg,"[{'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'Toho', 'origin_country': 'JP'}, {'id': 70472, 'logo_path': None, 'name': 'Toho Eizo Co.', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1974-03-20,1330000,84.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"Flying through space and firing missiles! A dreadful Godzilla, whose whole body is a weapon, appears!",Godzilla vs. Mechagodzilla,False,7.1,159
23056,False,/9viXmNTZczTzVQbQpImNr1hUsxO.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",,23056,tt0332318,en,P3K: Pinocchio 3000,"This is the story of a little robot known as Pinocchio 3000 whose greatest wish is to become a real boy. The year is 3000. Geppetto, with the help of his faithful assistant, Spencer the cyber penguin, and by the holographic fairy Cyberina, creates Pinocchio, a prototype superrobot equipped for emotions. But before he can be given a heart and become a real boy, Cyberina insists that Pinocchio learn the difference between right and wrong.",10.853,/9U5nRgaXZthxfjopUcBueX8fZvp.jpg,"[{'id': 4172, 'logo_path': '/vb2gE5Ao9wIfj3XlY8CwwwbnAlh.png', 'name': 'CinéGroupe', 'origin_country': 'CA'}, {'id': 112440, 'logo_path': None, 'name': 'Lions Gate Entertainment', 'origin_country': ''}, {'id': 157699, 'logo_path': None, 'name': 'Anima Kids', 'origin_country': ''}, {'id': 136063, 'logo_path': None, 'name': 'Bren Entertainment', 'origin_country': 'ES'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 62628, 'logo_path': None, 'name': 'Filmax Animation', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2004-05-14,0,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,P3K: Pinocchio 3000,False,4.4,112
251516,False,/c2aOeMSyQCKLAj9HackcOaxe0MP.jpg,,630019,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",http://www.kungfury.com/,251516,tt3472226,en,Kung Fury,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",10.83,/6Qam8Leycapwik947j6U3vcUbAv.jpg,"[{'id': 19546, 'logo_path': None, 'name': 'Laser Unicorns', 'origin_country': 'US'}, {'id': 80494, 'logo_path': None, 'name': 'Lampray', 'origin_country': ''}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2015-05-22,0,31.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,It takes a cop from the future to fight an enemy from the past.,Kung Fury,False,7.5,1532
16437,False,/qMB2oh337W5Vg8q2Cv8H0Us1K3x.jpg,"{'id': 98853, 'name': 'Cyborg Collection', 'poster_path': '/7HG8wLo3FPzrV7lK4LRQ3ZbAdB3.jpg', 'backdrop_path': '/gBcUZbZU8gqZPuBi4Pqch0o3WEE.jpg'}",5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,16437,tt0106639,en,Cyborg 2,"In the year 2074, the cybernetics market is dominated by two rival companies: USA's Pinwheel Robotics and Japan's Kobayashi Electronics. Cyborgs are commonplace, used for anything from soldiers to prostitutes. Casella Reese is a prototype cyborg developed for corporate espionage and assassination. She is filled with a liquid explosive called Glass Shadow. Pinwheel plans to eliminate the entire Kobayashi board of directors by using Casella",10.795,/hYNJ4KNMVaVgR5JAqC5qlgbJEmJ.jpg,"[{'id': 4063, 'logo_path': None, 'name': 'Trimark Pictures', 'origin_country': 'US'}, {'id': 72479, 'logo_path': None, 'name': 'Anglo-American Film Corporation', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-24,0,99.0,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Future Beware: The Soul Is In The Software.,Cyborg 2,False,4.3,87
5137,False,/pmYZxNYWA2FAZjgee7nWS8NKjsM.jpg,,70000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.skycaptain.com/,5137,tt0346156,en,Sky Captain and the World of Tomorrow,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",10.773,/ceW9Zi43hEQPdxkPkohVCcG1CuT.jpg,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 10672, 'logo_path': None, 'name': 'Brooklyn Films II', 'origin_country': ''}, {'id': 1668, 'logo_path': None, 'name': 'Riff Raff Film Productions', 'origin_country': ''}, {'id': 4753, 'logo_path': None, 'name': 'Filmauro', 'origin_country': ''}, {'id': 107760, 'logo_path': None, 'name': 'Blue Flower Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-09-17,57958696,107.0,"[{'english_name': 'Tibetan', 'iso_639_1': 'bo', 'name': ''}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Who will save us?,Sky Captain and the World of Tomorrow,False,5.8,975
530,False,/1mY2vJCGQW2IUgGK6yNc852A4tR.jpg,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/rD3IjijBs1pC8XDE9q9FSKsjjk.jpg', 'backdrop_path': '/zFjNVIdhOh8KlJESKXfWXeeQSf6.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.wallaceandgromit.com/films/a-grand-day-out,530,tt0104361,en,A Grand Day Out,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",10.773,/og1s6iwv73WMShgNzg0WTtmrKXy.jpg,"[{'id': 297, 'logo_path': '/ykJbf1z5qIreJrHWfnh1ev1alkD.png', 'name': 'Aardman Animations', 'origin_country': 'GB'}, {'id': 17700, 'logo_path': '/30KETxKJcX7cm65WymAKMYPP6C4.png', 'name': 'NFTS', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1990-05-18,0,23.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Grand Day Out,False,7.5,611
9570,False,/2vhfyxJdKhET7qKbAwebq6MqQTO.jpg,,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",https://movies.disney.com/the-black-hole,9570,tt0078869,en,The Black Hole,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",10.63,/gCqOJWvOK5UPospyrLANKfwRBlG.jpg,"[{'id': 3166, 'logo_path': '/vyyv4Gy9nPqAZKElPm2izLlEaVS.png', 'name': 'Walt Disney Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-12-18,35841901,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A journey that begins where everything ends!,The Black Hole,False,5.8,318
586707,False,/v63dgsTmcgcnh3c10c6Cxy2Y9Ta.jpg,,1500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,586707,tt6547786,en,Life Like,"An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",10.465,/uOVGbT6TR8qiZiruX66yBRXq9Nv.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 92336, 'logo_path': '/6Xc60wER3i1DfIBzIK1Ot7aI0EC.png', 'name': 'Sprockefeller Pictures', 'origin_country': 'US'}, {'id': 118376, 'logo_path': None, 'name': 'Wildfire Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-05-14,0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They're too human to be perfect. He's too perfect to be human.,Life Like,False,6.4,150
16873,False,/zRHVwKp1rwevnf9HRP2UVhXgdNp.jpg,,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.battleforterra.com/,16873,tt0858486,en,Battle for Terra,"A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.",10.361,/A3a4XCwAuFndv5FLNETOjeHnazg.jpg,"[{'id': 3223, 'logo_path': None, 'name': 'MeniThings LLC', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-06,6101046,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Their world is mankind's only hope for survival.,Battle for Terra,False,6.2,216
19761,False,/7CIjSIY63hPQIcQXBkkk8QtfxKl.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,19761,tt0079285,en,Saturn 3,"In the future, Earth is overcrowded and the population relies on distant bases to be fed. In the Saturn 3 station, Major Adam and the scientist Alex, who is also his lover and has never been on Earth, have been researching hydroponics for three years in the base alone with their dog Sally. Meanwhile, the psychotic Captain Benson fails the mental test required to travel to Saturn 3 and kills his replacement, Captain James, taking his place in the mission of assembling and programming the Demi-God series robot Hector to replace one of the scientists in Saturn 3. On the arrival, the mentally disturbed Captain Benson becomes sexually obsessed for Alex. Then he uses an interface to link his brain to program Hector, but incapable to control his emotions, he transfers his homicidal tendency and insanity to Hector. Now Major Adam and Alex are trapped in the station with a dangerous psychopath robot.",10.125,/zAoLR1azwd8QbglnjWpOwJ4PI6C.jpg,"[{'id': 23015, 'logo_path': None, 'name': 'Transcontinental Film Productions (London)', 'origin_country': ''}, {'id': 1155, 'logo_path': '/rKTzFu5woCo8k0u9ML7mWeLY541.png', 'name': 'ITC', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1980-02-15,0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Some thing is watching... waiting... and wanting on...,Saturn 3,False,5.3,138
11309,False,/nC1qaINaRBY1crPCQoFVPhSrq16.jpg,,1500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,11309,tt0099740,en,Hardware,"Mark 13 is a government-built killing machine programmed with artificial intelligence, able to repair and recharge itself from any energy source. Through a series of coincidences, the cyborg's head ends up in the home of a sculptress as a bizarre Christmas present from her boyfriend. Once inside its new home, the cyborg promptly reconstructs the rest of its body using a variety of household utensils and proceeds to go on a murderous rampage.",10.12,/23vwKsAsPzzb2eZ5y68meBAHL.jpg,"[{'id': 927, 'logo_path': None, 'name': 'Palace Pictures', 'origin_country': ''}, {'id': 12745, 'logo_path': None, 'name': 'British Screen Productions', 'origin_country': 'GB'}, {'id': 21443, 'logo_path': None, 'name': 'Wicked Films', 'origin_country': ''}, {'id': 89601, 'logo_path': None, 'name': 'British Satellite Broadcasting (BSB)', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-09-14,5728953,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You can't stop progress.,Hardware,False,5.9,206
12223,False,/pgVTwsJXv1i2GGZ2yB7KfiYqGAc.jpg,"{'id': 374384, 'name': 'Stepford Collection', 'poster_path': '/v8MNQQkU5B2WJbvXLZHsvWiHFTx.jpg', 'backdrop_path': '/m2kiyzpDeHx3L3HsIXBcHCXPbhm.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,12223,tt0073747,en,The Stepford Wives,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",9.958,/eGJMm2OUfgt8DDKeHlWQWDcaCl7.jpg,"[{'id': 36638, 'logo_path': None, 'name': 'Fadsin Cinema Associates', 'origin_country': ''}, {'id': 12146, 'logo_path': None, 'name': 'Palomar Pictures International', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-02-12,0,117.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Something strange is happening in the town of Stepford.,The Stepford Wives,False,6.7,214
16220,False,/mIR2xM16XDa1ynU2XXeGAYZ8BgA.jpg,,1200000,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,16220,tt0076929,en,Wizards,"After the death of his mother, the evil mutant wizard Blackwolf discovers some long-lost military technologies. Full of ego and ambition, Blackwolf claims his mother's throne, assembles an army and sets out to brainwash and conquer Earth. Meanwhile, Blackwolf's gentle twin brother, the bearded and sage Avatar, calls upon his own magical abilities to foil Blackwolf's plans for world domination -- even if it means destroying his own flesh and blood.",9.714,/j6vnfriBL36OtnbXLhA5htk83rG.jpg,"[{'id': 4921, 'logo_path': None, 'name': 'Bakshi Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-02-09,9000000,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An epic fantasy of peace and magic.,Wizards,False,6.1,126
360030,False,/d663QlgXkIEVgG6RnlI5JJUykMo.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,360030,tt5275828,en,Lo and Behold: Reveries of the Connected World,Werner Herzog's exploration of the Internet and the connected world.,9.71,/4tC7mrHpWpG5AZmQuVS7sCDzPT.jpg,"[{'id': 73620, 'logo_path': None, 'name': 'Saville Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-03-04,0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The human side of the digital revolution.,Lo and Behold: Reveries of the Connected World,False,6.6,230
185471,False,/kvDJrJ9A7duUJL8oMrm8dNu7QSS.jpg,,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,185471,tt2210463,en,Battle of the Damned,"Following a deadly viral outbreak, private military soldier Max Gatling leads a handful of survivors and a ragtag band of robots against an army of the infected.",9.574,/xmGJwTaQ8XTnW4EPNag6Eu2KaTL.jpg,"[{'id': 15799, 'logo_path': None, 'name': 'Boku Films', 'origin_country': ''}, {'id': 4322, 'logo_path': '/AkdxBRkqgx0bHjjLvIyl0Mu8sxa.png', 'name': 'Compound B', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}]",2013-07-25,0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"He didn't come here to be a hero, but things change.",Battle of the Damned,False,4.9,85
148284,False,/h7vGZAuWgpidYDPtt0HFgGzYa5w.jpg,"{'id': 572498, 'name': 'Robot Collection', 'poster_path': '/gbvl8WTff9O0elz2JyAppJ2lauA.jpg', 'backdrop_path': None}",26400000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,148284,tt1305797,ta,எந்திரன்,"Dr. Vasi invents a super-powered robot, Chitti, in his own image. The scientific body, AIRD, that must approve the robot, declines it based on its not having emotions and the ability to make rational judgment. A sudden flash of lightning evokes emotions in the robot, and Chitti is seemingly ready for integration into the human world. Then, Chitti falls in love with Dr. Vasi's fiancée Sana and turns on his creator.",9.425,/rSVToiGbvMD9ZLkkL03JQt3eZhJ.jpg,"[{'id': 7135, 'logo_path': '/cVPzy2lVRVieFfJi6yINhFK4Ued.png', 'name': 'Sun Pictures', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-10-01,62000000,155.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Tamil', 'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,"Love, hate, and betrayal between the creator and his creation the ROBOT",Robot,False,6.5,151
9507,False,/ylK7Wn5cgxXdede2WpK9lAbCsT0.jpg,,8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",,9507,tt0088024,en,Runaway,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.",9.395,/8xMeKeXGHY2KbiMjSpEGqlIjAEp.jpg,"[{'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-12-14,6770587,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,IT IS THE FUTURE. Machines are being programmed to turn against us. Someone must stop the madman who started it all.,Runaway,False,5.4,166
39466,False,/hCUHRxNmZCtZ8SPl4K7bQKYnhQX.jpg,"{'id': 374511, 'name': 'Godzilla (Heisei) Collection', 'poster_path': '/4K2lb3hwILDjvP7VSmm86Ty3nKe.jpg', 'backdrop_path': '/4Y5IXrcWuK1wA3PbeNU5y6Qd3zF.jpg'}",10300000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,39466,tt0109916,ja,ゴジラvsスペースゴジラ,"A mysterious extraterrestrial being resembling Godzilla rapidly approaches Earth. The monster, dubbed SpaceGodzilla, lands to challenge the King of the Monsters.",9.205,/b3nsQAexD4lHvSOlMyRBo3lWqBk.jpg,"[{'id': 49301, 'logo_path': '/vmLo0piReB0EI1boTiBZ8eDJ7vD.png', 'name': 'Toho Pictures, Inc.', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1994-12-10,20000000,108.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Destruction Deity Descent!,Godzilla vs. SpaceGodzilla,False,6.6,133
1702,False,/spmyXKG2BZnEQuFPQ3R2Q539EnI.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,1702,tt0109575,en,Death Machine,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",8.842,/mZ0wTHZGFUD5p7Ke3XoH658UJdG.jpg,"[{'id': 1625, 'logo_path': None, 'name': 'Fugitive Features', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-12-23,1422749,117.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It feeds on your fear,Death Machine,False,5.7,79
373449,False,/lW6ROCkiULWg8JQWSBrL4v8CGOl.jpg,"{'id': 572498, 'name': 'Robot Collection', 'poster_path': '/gbvl8WTff9O0elz2JyAppJ2lauA.jpg', 'backdrop_path': None}",77000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,373449,tt5080556,ta,2.0,"An ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation. The only thing that is standing in his way is 2.0, the upgraded version of Chitti, the robot.",8.648,/qRDtDH6Hp6wc8fYtZMpNW5JTBYz.jpg,"[{'id': 35124, 'logo_path': '/clz3r0SYNudiGRB10yjvU9ZSgP8.png', 'name': 'Lyca Productions', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2018-11-29,114629169,149.0,"[{'english_name': 'Tamil', 'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,The World Is Not Only For Humans ...,2.0,False,6.0,100
